基金代码,基金全称,基金简称,管理人,托管人,基金类型,成立日期,到期日期,管理费率,托管费率
007194,长城短债债券型证券投资基金A类,长城短债债券A,长城基金管理有限公司,华夏银行股份有限公司,债券型,20190829,30001231,0.25%,0.05%
007195,长城短债债券型证券投资基金C类,长城短债债券C,长城基金管理有限公司,华夏银行股份有限公司,债券型,20190829,30001231,0.25%,0.05%
007196,平安惠合纯债债券型证券投资基金,平安惠合纯债债券,平安基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20191218,30001231,0.3%,0.1%
007197,富国中债1-5年农发行债券指数证券投资基金A类,富国中债1-5年农发行债券指数A,富国基金管理有限公司,南京银行股份有限公司,债券型,20190417,30001231,0.15%,0.05%
007198,富国中债1-5年农发行债券指数证券投资基金C类,富国中债1-5年农发行债券指数C,富国基金管理有限公司,南京银行股份有限公司,债券型,20190417,30001231,0.15%,0.05%
007199,永赢泰利债券型证券投资基金A类,永赢泰利债券A,永赢基金管理有限公司,交通银行股份有限公司,债券型,20190411,30001231,0.3%,0.1%
007200,永赢泰利债券型证券投资基金C类,永赢泰利债券C,永赢基金管理有限公司,交通银行股份有限公司,债券型,20190411,30001231,0.3%,0.1%
007201,民生加银聚益纯债债券型证券投资基金,民生加银聚益纯债债券,民生加银基金管理有限公司,江苏银行股份有限公司,债券型,20190705,30001231,0.3%,0.1%
007202,天弘优质成长企业精选灵活配置混合型发起式证券投资基金A类,天弘优质成长企业精选灵活配置混合A,天弘基金管理有限公司,招商银行股份有限公司,混合型,20191018,30001231,1.2%,0.2%
007203,银河新动能混合型证券投资基金A类,银河新动能混合A,银河基金管理有限公司,中国建设银行股份有限公司,混合型,20191118,30001231,1.2%,0.2%
007204,银华美元债精选债券型证券投资基金(QDII)A类,银华美元债精选债券(QDII)A,银华基金管理股份有限公司,中国农业银行股份有限公司,其他型,20190527,30001231,0.5%,0.15%
007205,银华美元债精选债券型证券投资基金(QDII)C类,银华美元债精选债券(QDII)C,银华基金管理股份有限公司,中国农业银行股份有限公司,其他型,20190527,30001231,0.5%,0.15%
007206,银华丰华三个月定期开放债券型发起式证券投资基金,银华丰华三个月定期开放债券,银华基金管理股份有限公司,江苏银行股份有限公司,债券型,20190917,30001231,0.3%,0.05%
007207,华夏常阳三年定期开放混合型证券投资基金,华夏常阳三年定期开放混合,华夏基金管理有限公司,中国建设银行股份有限公司,混合型,20190920,30001231,1.2%,0.2%
007208,中邮中债-1-3年久期央企20债券指数证券投资基金A类,中邮中债-1-3年久期央企20债券指数A,中邮创业基金管理股份有限公司,徽商银行股份有限公司,债券型,20190415,30001231,0.25%,0.05%
007209,中邮中债-1-3年久期央企20债券指数证券投资基金C类,中邮中债-1-3年久期央企20债券指数C,中邮创业基金管理股份有限公司,徽商银行股份有限公司,债券型,20190415,30001231,0.25%,0.05%
007210,华商瑞丰短债债券型证券投资基金C类,华商瑞丰短债债券C,华商基金管理有限公司,中国工商银行股份有限公司,债券型,20190524,30001231,0.3%,0.1%
007211,汇安中短债债券型证券投资基金E类,汇安中短债债券E,汇安基金管理有限责任公司,中国农业银行股份有限公司,债券型,20190917,30001231,0.3%,0.1%
007212,山西证券裕泰3个月定期开放债券型发起式证券投资基金,山西证券裕泰3个月定期开放债券,山西证券股份有限公司,招商银行股份有限公司,债券型,20190530,30001231,0.3%,0.1%
007213,华安安平6个月定期开放债券型发起式证券投资基金,华安安平6个月定期开放债券,华安基金管理有限公司,平安银行股份有限公司,债券型,20190606,30001231,0.3%,0.1%
007214,国泰惠丰纯债债券型证券投资基金,国泰惠丰纯债债券,国泰基金管理有限公司,中国民生银行股份有限公司,债券型,20190805,30001231,0.3%,0.1%
007215,国寿安保泰荣纯债债券型证券投资基金,国寿安保泰荣纯债债券,国寿安保基金管理有限公司,华夏银行股份有限公司,债券型,20190425,30001231,0.3%,0.1%
007216,浙商港股通中华交易服务预期高股息指数增强型证券投资基金C类,浙商港股通中华交易服务预期高股息指数增强C,浙商基金管理有限公司,中国工商银行股份有限公司,股票型,20191030,30001231,1%,0.15%
007217,浙商智能行业优选混合型发起式证券投资基金C类,浙商智能行业优选混合C,浙商基金管理有限公司,招商银行股份有限公司,混合型,20190927,30001231,1.2%,0.2%
007218,蜂巢添幂中短债债券型证券投资基金A类,蜂巢添幂中短债债券A,蜂巢基金管理有限公司,上海银行股份有限公司,债券型,20190926,30001231,0.3%,0.05%
007219,蜂巢添幂中短债债券型证券投资基金C类,蜂巢添幂中短债债券C,蜂巢基金管理有限公司,上海银行股份有限公司,债券型,20190926,30001231,0.3%,0.05%
007220,天弘华享三个月定期开放债券型发起式证券投资基金,天弘华享三个月定期开放债券,天弘基金管理有限公司,中国光大银行股份有限公司,债券型,20190619,30001231,0.3%,0.1%
007221,摩根锦程均衡养老目标三年持有期混合型基金中基金(FOF)A类,摩根锦程均衡养老目标三年持有期混合(FOF)A,摩根基金管理(中国)有限公司,中国建设银行股份有限公司,混合型,20190902,30001231,0.6%,0.2%
007223,工银瑞信中证500交易型开放式指数证券投资基金联接基金C类,工银瑞信中证500ETF联接C,工银瑞信基金管理有限公司,中国银行股份有限公司,股票型,20200218,30001231,0.45%,0.07%
007224,浙商惠泉3个月定期开放债券型证券投资基金A类,浙商惠泉3个月定期开放债券A,浙商基金管理有限公司,杭州银行股份有限公司,债券型,20191226,30001231,0.3%,0.1%
007225,浙商惠泉3个月定期开放债券型证券投资基金C类,浙商惠泉3个月定期开放债券C,浙商基金管理有限公司,杭州银行股份有限公司,债券型,20191226,30001231,0.3%,0.1%
007226,海富通中短债债券型证券投资基金C类,海富通中短债债券C,海富通基金管理有限公司,交通银行股份有限公司,债券型,20190924,30001231,0.3%,0.1%
007227,海富通中短债债券型证券投资基金A类,海富通中短债债券A,海富通基金管理有限公司,交通银行股份有限公司,债券型,20190924,30001231,0.3%,0.1%
007228,华安中债7-10年国开行债券指数证券投资基金A类,华安中债7-10年国开行债券指数A,华安基金管理有限公司,浙商银行股份有限公司,债券型,20191113,30001231,0.15%,0.05%
007229,华安中债7-10年国开行债券指数证券投资基金C类,华安中债7-10年国开行债券指数C,华安基金管理有限公司,浙商银行股份有限公司,债券型,20191113,30001231,0.15%,0.05%
007230,兴全沪深300指数增强型证券投资基金(LOF)C类,兴全沪深300指数增强(LOF)C,兴证全球基金管理有限公司,中国农业银行股份有限公司,股票型,20190605,30001231,0.8%,0.15%
007231,国泰民安养老目标日期2040三年持有期混合型基金中基金(FOF)A类,国泰民安养老目标日期2040三年持有期混合(FOF)A,国泰基金管理有限公司,中国银行股份有限公司,混合型,20190716,30001231,0.9%,0.15%
007232,万家平衡养老目标三年持有期混合型发起式基金中基金(FOF)A类,万家平衡养老目标三年持有期混合(FOF)A,万家基金管理有限公司,中国农业银行股份有限公司,混合型,20190422,30001231,0.8%,0.15%
007233,金鹰鑫益灵活配置混合型证券投资基金E类,金鹰鑫益灵活配置混合E,金鹰基金管理有限公司,招商银行股份有限公司,混合型,20190410,30001231,0.7%,0.1%
007235,广发聚利债券型证券投资基金(LOF)C类,广发聚利债券(LOF)C,广发基金管理有限公司,中国建设银行股份有限公司,债券型,20190419,30001231,0.6%,0.2%
007238,平安养老目标日期2035三年持有期混合型基金中基金(FOF)A类,平安养老目标日期2035三年持有期混合(FOF)A,平安基金管理有限公司,招商银行股份有限公司,混合型,20190619,30001231,0.6%,0.15%
007239,平安养老目标日期2035三年持有期混合型基金中基金(FOF)C类,平安养老目标日期2035三年持有期混合(FOF)C,平安基金管理有限公司,招商银行股份有限公司,混合型,20190619,30001231,0.6%,0.15%
007240,申万菱信安泰瑞利中短债债券型证券投资基金C类,申万菱信安泰瑞利中短债债券C,申万菱信基金管理有限公司,中国工商银行股份有限公司,债券型,20190904,30001231,0.3%,0.1%
007241,中欧预见养老目标日期2050五年持有期混合型发起式基金中基金(FOF)A类,中欧预见养老目标日期2050五年持有期混合(FOF)A,中欧基金管理有限公司,中国工商银行股份有限公司,混合型,20190510,30001231,0.9%,0.15%
007242,中欧预见养老目标日期2050五年持有期混合型发起式基金中基金(FOF)C类,中欧预见养老目标日期2050五年持有期混合(FOF)C,中欧基金管理有限公司,中国工商银行股份有限公司,混合型,20190510,30001231,0.9%,0.15%
007243,安信核心竞争力灵活配置混合型证券投资基金A类,安信核心竞争力灵活配置混合A,安信基金管理有限责任公司,中国农业银行股份有限公司,混合型,20190605,30001231,1.2%,0.2%
007244,安信核心竞争力灵活配置混合型证券投资基金C类,安信核心竞争力灵活配置混合C,安信基金管理有限责任公司,中国农业银行股份有限公司,混合型,20190605,30001231,1.2%,0.2%
007245,安信鑫日享中短债债券型证券投资基金A类,安信鑫日享中短债债券A,安信基金管理有限责任公司,中国民生银行股份有限公司,债券型,20190530,30001231,0.3%,0.1%
007246,安信鑫日享中短债债券型证券投资基金C类,安信鑫日享中短债债券C,安信基金管理有限责任公司,中国民生银行股份有限公司,债券型,20190530,30001231,0.3%,0.1%
007247,易方达汇智稳健养老目标一年持有期混合型基金中基金(FOF)A类,易方达汇智稳健养老目标一年持有期混合(FOF)A,易方达基金管理有限公司,中国银行股份有限公司,混合型,20191105,30001231,0.9%,0.2%
007249,广发均衡养老目标三年持有期混合型基金中基金(FOF)A类,广发均衡养老目标三年持有期混合(FOF)A,广发基金管理有限公司,中国建设银行股份有限公司,混合型,20190924,30001231,0.9%,0.2%
007250,广发养老目标日期2050五年持有期混合型发起式基金中基金(FOF)A类,广发养老目标日期2050五年持有期混合(FOF)A,广发基金管理有限公司,中国工商银行股份有限公司,混合型,20190426,30001231,0.9%,0.15%
007251,广发睿享稳健增利混合型证券投资基金A类,广发睿享稳健增利混合A,广发基金管理有限公司,中国建设银行股份有限公司,混合型,20190821,30001231,1%,0.2%
007252,广发中债农发行债券总指数证券投资基金A类,广发中债农发行债券总指数A,广发基金管理有限公司,中国民生银行股份有限公司,债券型,20191120,30001231,0.15%,0.05%
007253,广发中债农发行债券总指数证券投资基金C类,广发中债农发行债券总指数C,广发基金管理有限公司,中国民生银行股份有限公司,债券型,20191120,30001231,0.15%,0.05%
007254,广发均衡价值混合型证券投资基金A类,广发均衡价值混合A,广发基金管理有限公司,交通银行股份有限公司,混合型,20190621,30001231,1%,0.1%
007255,华宝稳健养老目标一年持有期混合型发起式基金中基金(FOF)A类,华宝稳健养老目标一年持有期混合(FOF)A,华宝基金管理有限公司,交通银行股份有限公司,混合型,20190425,30001231,0.6%,0.15%
